sample_id,event_code,Month,Season,station_type,station_code,Latitude_x,Longitude_x,depth_cm,input_zone,pH,EC_uS_cm,Ca_mg_L,Mg_mg_L,Na_mg_L,K_mg_L,HCO3_mg_L,Cl_mg_L,SO4_mg_L,NO3_mg_L,Cations_meqL,Anions_meqL,CBE_pct,CBE_pass,d15N_NO3_permil,d18O_NO3_permil,d2H_H2O_permil,d18O_H2O_permil,Latitude_y,Longitude_y,collection_date,TDS_mg_L
E5-PEAK-BH1,E5-PEAK,13,wet_peak,borehole,BH1,10.878,-0.915,,upgradient,6.766712021977167,1131.8009774557063,98.34100719505525,20.678048472774428,93.39525434899056,2.005422710438706,400.7435647821909,106.18214108686506,14.095413616944152,29.94890078053014,10.330568067736971,10.33924890938305,-0.0419976705922764,True,8.253751832381466,11.192759109137397,-23.073156214277933,-4.449515284400713,10.878,-0.915,,765.3897529937892
E5-PEAK-BH2,E5-PEAK,13,wet_peak,borehole,BH2,10.875,-0.912,,downgradient,7.348813293446756,1003.9159122637792,62.30530445422865,42.8980747397663,28.880582170149406,6.278690188771623,300.3894982336319,63.99321493015095,50.23211632653833,24.568960274761583,8.111570205009825,8.170168660508107,-0.3599029316357883,True,11.012426601960456,8.40469181078031,-7.992344489377837,-2.5139334778104168,10.875,-0.91,,579.5464413179988
E5-PEAK-BH3,E5-PEAK,13,wet_peak,borehole,BH3,10.872,-0.908,,downgradient,6.916717473686608,1579.9259139600472,88.87312261453125,43.04641533353367,154.83617001135042,5.082488568889981,467.0800553171476,36.67088913056446,81.35601636798506,212.7923771698308,13.780729867296008,13.815016291250371,-0.1242453230196425,True,10.245753094072688,9.284071489450078,-21.982883139479025,-4.289108267789098,10.872,-0.905,,1089.7375345138332
E5-PEAK-BH4,E5-PEAK,13,wet_peak,borehole,BH4,10.868,-0.905,,downgradient,6.511476368380915,1096.3056434929044,84.55601536339329,24.61630793114436,58.66057056787013,5.1721099826964245,335.8536246749747,39.46589609038575,18.284351989588107,116.22700283787997,8.80907799668748,8.872637379787129,-0.359463896722457,True,11.803660813019228,13.806653607396637,-18.56698073504834,-3.937530437094183,10.869,-0.9,,682.8358794379327
E5-PEAK-L1-30,E5-PEAK,13,wet_peak,lysimeter,L1,10.892,-0.928,30.0,high_input,6.45543698351095,444.03300237739893,51.99503860434774,4.740212669711675,6.597898999730112,57.68596110684507,21.632999274850572,9.936273454255623,4.2499782049799295,186.8234481765879,3.796777564158337,3.8169297307309153,-0.2646827070185119,True,-1.964342937658821,11.657191259273644,-2.9106173915507982,0.09187680988583233,10.892,-0.928,,343.66181049130864
E5-PEAK-L1-60,E5-PEAK,13,wet_peak,lysimeter,L1,10.892,-0.928,60.0,high_input,5.748117258136953,907.8239870298172,115.59910720767124,8.238414104998064,7.1650724523572205,122.27598461300755,16.90822735709308,11.73877159144089,20.511915425373587,402.97971421562,6.720832768292543,6.92097373632735,-1.4671148426495275,True,2.848699639765706,9.036311107275168,-9.494129369559092,-1.6859143107791115,10.892,-0.928,,705.4172069675616
E5-PEAK-L2-30,E5-PEAK,13,wet_peak,lysimeter,L2,10.889,-0.925,30.0,moderate_input,6.680485568865578,458.80553734358983,50.878442858659284,3.2967013147870308,11.113394047962212,56.87431744297994,17.340779007396637,16.922490242297055,9.307905184588774,182.8533264629235,4.308930388134426,4.354289869102221,-0.5235868374684889,True,-0.3652098448201931,12.99446215413542,-1.379225878898396,-0.349237360460918,10.889,-0.925,,348.58735656159445
E5-PEAK-L2-60,E5-PEAK,13,wet_peak,lysimeter,L2,10.889,-0.925,60.0,moderate_input,5.315545876396846,573.1514464657552,74.44381160148234,8.505627005598614,3.276943001430659,53.85591001119273,72.18060293348577,19.103831065395134,8.967583317582612,170.73038901400653,6.701792770819811,6.606966122242977,0.7125130850951247,True,5.275554005192042,15.679185370367431,-2.6792495265670144,-0.35909036617308626,10.889,-0.925,,411.0646979501744
E5-PEAK-L3-30,E5-PEAK,13,wet_peak,lysimeter,L3,10.885,-0.868,30.0,low_input,5.840775141554763,225.03795330866728,23.403296938068763,3.0542657444426964,8.076169492132799,19.728563837060452,14.34233169065996,11.28832478734358,6.181901196725893,61.67710395358159,3.321115352435712,2.36864907993211,16.739994842057616,False,1.7797883398680732,11.508345570326927,-2.971872412032097,-0.38217145459938207,10.885,-0.868,,147.75195764001575
E5-PEAK-L3-60,E5-PEAK,13,wet_peak,lysimeter,L3,10.885,-0.868,60.0,low_input,6.736729988736735,295.5907999827941,46.5541977016901,6.8327195816174955,2.301785753553405,20.765224740738123,71.71517064919868,10.21812889333508,6.619758337288755,64.4246119280734,5.41523025603087,4.696085963235218,7.112271807159935,False,4.411427006263952,11.308331460742195,-7.436082987491826,-1.237246691638896,10.885,-0.868,,229.43159758549504
E5-PEAK-L4-30,E5-PEAK,13,wet_peak,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,6.029650578356007,730.1922373758443,83.13753686665984,8.06340078540191,10.737474179364737,94.26425154420768,34.96052188266793,19.34585308010051,6.662903288742326,294.7327476562902,4.329150705053422,5.264805122017125,-9.75254038926922,False,-1.9535749152445765,8.848222774452337,-4.118855649034718,-0.7882707526432127,10.891,-0.89,,551.9046892834351
E5-PEAK-L4-60,E5-PEAK,13,wet_peak,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,6.387086424265117,1663.943566509493,194.8976970283779,16.91961900324395,11.60831599577804,215.81181838151863,27.941917790185258,21.213654271142484,31.31513217984852,704.632246568101,7.652535213035937,10.423883724425718,-15.331291673299436,False,1.3176643355636373,12.301452793349425,-9.358554057323484,-1.5003971791963397,10.891,-0.89,,1224.340401218196
E6-LATE-BH1,E6-LATE,17,wet_late,borehole,BH1,10.878,-0.915,,upgradient,6.411122104207102,1105.0034910085426,108.62012084750833,27.202334299327696,29.459161236312507,3.469115609448687,431.4469496554277,12.007072205541569,76.66204235987011,15.809061460593322,9.335542955945307,9.26072219176036,0.4023429629050006,True,6.491226966586647,8.511761153880155,-13.011627019933508,-3.59382215090774,10.878,-0.915,,704.67585767403
E6-LATE-BH2,E6-LATE,17,wet_late,borehole,BH2,10.875,-0.912,,downgradient,7.1419779743741065,582.2237219086076,57.28262910585276,27.60479485960907,17.515466306959674,2.464126469487824,111.53670884555213,93.77259083428756,11.075286330659583,90.8398653421015,6.09679225811686,6.168584782659904,-0.5853266826153545,True,11.524962484877015,13.689514229708848,-13.550205871491084,-3.3879304924697062,10.875,-0.91,,412.0914680945101
E6-LATE-BH3,E6-LATE,17,wet_late,borehole,BH3,10.872,-0.908,,downgradient,6.393132832176519,725.0228225689958,85.15614382234297,16.205047754273657,29.259033050136715,3.4203656592816665,110.76967886162616,104.8208284251138,8.859464324289027,136.616084586077,7.1216423215748135,7.159778169566898,-0.2670311963416982,True,8.02119326579749,10.885334263249772,-9.215029877490268,-2.6450900028746966,10.872,-0.905,,495.10664648314093
E6-LATE-BH4,E6-LATE,17,wet_late,borehole,BH4,10.868,-0.905,,downgradient,7.0597785328111655,1208.1355486822292,84.4134145820519,18.10763899875851,111.69340411685204,4.416713706925886,389.2548269733038,33.88307680146772,73.95254443067573,52.301797457086096,10.02072829491243,9.718414288120568,1.5315457878688274,True,10.312546806336991,12.440673360843212,-14.657714106092458,-3.755207038811776,10.869,-0.9,,768.0234170671217
E6-LATE-L1-30,E6-LATE,17,wet_late,lysimeter,L1,10.892,-0.928,30.0,high_input,6.1868986919136,383.3631032163735,49.083471176557566,2.5459841218253327,10.799636710941524,35.698477903468586,46.397705824277665,25.370624723058288,6.080774948472573,115.98193856554414,5.230200743334801,5.253582325991332,-0.2230261967642332,True,-1.8403333066402427,17.20149229759005,-13.572163036783499,-2.5691681804679987,10.892,-0.928,,291.9586139741457
E6-LATE-L1-60,E6-LATE,17,wet_late,lysimeter,L1,10.892,-0.928,60.0,high_input,6.051423653601684,549.8855586881905,69.12438260748797,11.15569074033029,6.098232557203833,44.60682994155852,103.25154230477035,18.834127240312583,10.268732633235285,145.22018344036488,7.633638995278613,7.6544405165105935,-0.1360636646083632,True,2.3162621720024053,15.517798036471484,-19.198922838312757,-3.8122793884307424,10.892,-0.928,,408.5597214652637
E6-LATE-L2-30,E6-LATE,17,wet_late,lysimeter,L2,10.889,-0.925,30.0,moderate_input,5.53208833117264,382.3235924339989,45.25340389587484,3.5916837241677486,5.271226145047354,27.00687228216382,83.86080489399816,4.354120720550184,3.8440594038879925,81.51563106411385,4.867208486698071,4.819535917338889,0.4921423273986038,True,0.8464558721432389,8.179978258430406,-15.5282121046067,-2.926455289815031,10.889,-0.925,,254.69780212980396
E6-LATE-L2-60,E6-LATE,17,wet_late,lysimeter,L2,10.889,-0.925,60.0,moderate_input,5.332048925183656,581.8675803768582,59.6768791309926,5.126887894797725,12.737774978490824,54.3970323377091,66.97617844055458,7.31661706962223,19.369085017496104,173.66036027588268,6.103646713810932,6.135451906873755,-0.2598654855927989,True,1.2916710037411068,10.536203147176703,-15.243372409484842,-2.883463832213545,10.889,-0.925,,399.26081514554585
E6-LATE-L3-30,E6-LATE,17,wet_late,lysimeter,L3,10.885,-0.868,30.0,low_input,5.805061583846219,217.30148255245135,31.036961746317978,2.933787807899151,3.333131987733594,12.31629914074061,82.34533263144763,2.1850693748774797,2.3844481700490343,35.27184240343398,3.811868637616017,4.03117730403813,-2.796218051680312,True,4.4113805059830815,10.756126703066077,-8.391233979376072,-1.8667250403034128,10.885,-0.868,,171.8068732624995
E6-LATE-L3-60,E6-LATE,17,wet_late,lysimeter,L3,10.885,-0.868,60.0,low_input,6.449632899047215,364.4483571950478,35.80403692619625,4.810964138542049,9.303572150742012,24.660168164672037,67.890655535632,4.005480679477392,12.881989894160549,78.02530135389398,4.85602160786251,4.573465540604691,2.9965157469221326,True,2.347513639923269,5.919444702694533,-15.617526171547508,-3.6231297510207567,10.885,-0.868,,237.38216884331624
E6-LATE-L4-30,E6-LATE,17,wet_late,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,6.392046555177114,665.3221877653745,81.20580876079863,4.851980907186777,14.883005598228614,54.6041236639091,75.13371038423587,44.647107148363766,9.959426130839221,173.57263821148507,5.793872448293285,6.363195386327985,-4.68306129224158,True,1.6175931802415393,11.64187449756447,-11.585837968122977,-2.4330125728698393,10.891,-0.89,,458.8578008050471
E6-LATE-L4-60,E6-LATE,17,wet_late,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,6.145472295907168,860.1836939484283,112.56622387816262,20.93015850593003,9.28804216770692,60.27619054113811,163.94892628360833,37.19934972525643,13.619908504200483,190.5518230253271,9.286128971982944,8.748484696694659,2.981179886442833,True,2.617482345404636,11.122096161336106,-12.842612445710024,-2.8770683248809905,10.891,-0.89,,608.38062263133
E7-END-AW1,E7-END,21,dry_return,borehole,AW1,,,,supplementary,7.232454845021255,1314.2989795951116,113.85000597321228,31.210360600535505,73.71786411879916,5.007934968581048,483.52755544592384,65.76051652873223,42.23182695566145,69.48910418389417,11.58427935187741,11.77934701389406,-0.8349203114394534,True,,,-12.78843304844744,-3.414022434909613,10.865,-0.895,,884.7951687753396
E7-END-AW2,E7-END,21,dry_return,borehole,AW2,,,,supplementary,6.965229861953917,1185.8412271864015,91.26513588397034,39.1970503805746,81.65401797328973,7.216721331796887,430.1847011739735,65.65009502797759,51.8337021871146,95.7994881138709,11.516135495603912,11.526241793418054,-0.0438596143417748,True,,,-7.544474340969851,-2.675735757044742,10.863,-0.892,,862.8009120725682
E7-END-AW3,E7-END,21,dry_return,borehole,AW3,,,,supplementary,6.880758496022103,1066.3197513332657,90.85199970351596,22.97355902908075,57.944200434338256,1.960823933072732,278.6355789230618,82.0181892929407,81.67185072015855,27.95813190121352,8.99478002806688,9.031309186470766,-0.2026460535567826,True,,,-17.409028242343574,-4.034627242214238,10.861,-0.889,,644.0143339373823
E7-END-AW4,E7-END,21,dry_return,borehole,AW4,,,,supplementary,7.189226150486507,907.1499942072992,58.49871462615559,31.79772571009505,71.0173672940339,7.974004009956634,207.13701907600853,100.60090213071712,36.66027650379075,124.21984333998766,8.828830737586367,8.99900515983536,-0.954543351353168,True,,,-11.560909088875633,-2.9444619648905848,10.859,-0.886,,637.9058526907453
E7-END-AW5,E7-END,21,dry_return,borehole,AW5,,,,supplementary,6.693554896446683,801.7242927929092,69.52958694792397,17.366470123820434,39.50795233096258,2.998730717362711,192.13292752912315,18.3618895167096,49.86951126951894,116.76847302758168,6.6939548586955295,6.588287770363343,0.7955515591998605,True,,,-9.564487508655944,-2.858851560644228,10.857,-0.883,,506.535541463003
E7-END-AW6,E7-END,21,dry_return,borehole,AW6,,,,supplementary,6.406380375912933,832.2274480842663,82.25725967096,26.67813308498046,55.5774963558043,7.775193777105439,133.02842788112966,102.29919256716748,57.38009013322972,174.77453787528808,8.91648561804962,9.079074336155983,-0.9034935201800576,True,,,-11.344081638778675,-2.9404666758221096,10.855,-0.88,,639.7703313456651
E7-END-AW7,E7-END,21,dry_return,borehole,AW7,,,,supplementary,6.609240116905871,968.8865945078976,57.693997211456704,30.411235514821904,64.7184129953166,3.47710413848158,334.0017991323764,56.56490027213802,14.04775333517874,61.22273944426652,8.285577916276376,8.349285799197803,-0.3829780875341033,True,,,-14.801700958185512,-3.834839460564648,10.853,-0.877,,622.1379420440364
E7-END-AW8,E7-END,21,dry_return,borehole,AW8,,,,supplementary,6.877456749956996,769.2075689275688,50.20458761053374,36.2706304346186,32.415914972386254,8.612722882351465,211.28404397010607,55.11388905476345,55.59693351449037,52.64661934393354,7.120263650308353,7.023899154265934,0.6813022260409383,True,,,-10.58660159611436,-3.1843698537003897,10.851,-0.874,,502.1453417831835
E7-END-BH1,E7-END,21,dry_return,borehole,BH1,10.878,-0.915,,upgradient,7.326151274396957,639.9566335373062,41.71045691980984,37.18511473357413,47.875749671097736,1.5129343685125314,81.10943005077344,119.91829251064004,73.76305380598461,54.61694738338114,7.013213142349184,7.128374263037792,-0.8143436616227367,True,8.441871716103146,7.225824707090596,-13.351539735892498,-3.558622503106915,10.878,-0.915,,457.69197944377345
E7-END-BH2,E7-END,21,dry_return,borehole,BH2,10.875,-0.912,,downgradient,7.438763301928657,1169.7902850712856,91.07436593023478,31.70841707065034,67.40571725671931,1.79779992262627,438.3122939193723,55.64443600280882,31.961059592827635,53.22482150647031,9.960402755025813,10.27683244034827,-1.5636013628718928,True,12.050210761456231,8.036167313919787,-21.69522852957678,-4.325184514694355,10.875,-0.91,,771.1289112017097
E7-END-BH3,E7-END,21,dry_return,borehole,BH3,10.872,-0.908,,downgradient,7.179898992795171,1404.659684656683,93.07883459798812,20.97336895769091,127.86390801921587,6.470474506942283,311.0693506378521,57.17370688287701,71.65514857743173,192.87535246126745,11.330605229965542,11.31328562303169,0.0764868857842899,True,13.66619323771154,10.947142885847502,-18.750306953378,-3.9596474651393327,10.872,-0.905,,881.1601446412654
E7-END-BH4,E7-END,21,dry_return,borehole,BH4,10.868,-0.905,,downgradient,7.044168632223225,1145.6327872081536,101.881731315114,40.44345526776431,30.48282271066422,8.544656892475654,362.7252047672412,38.68007726958832,29.76190897978584,146.9175720490435,10.21556279847004,10.024805188797954,0.9424611735917098,True,11.26391576532438,12.527200343020075,-17.144359644976632,-4.063929120901051,10.869,-0.9,,759.4374292516771
E7-END-L1-30,E7-END,21,dry_return,lysimeter,L1,10.892,-0.928,30.0,high_input,6.1841779384573385,509.7493652940499,57.50888149522628,3.5080971314232308,10.758283229339895,34.77391369147404,97.89283610441777,7.016682461133616,15.54893177887996,106.99415731468513,6.5967400764320265,6.465402733130505,1.0054808404435165,True,0.737623594249377,10.798020184357703,-10.54106276419112,-2.349175957667278,10.892,-0.928,,334.00178320657994
E7-END-L1-60,E7-END,21,dry_return,lysimeter,L1,10.892,-0.928,60.0,high_input,6.076331150612544,483.22742386197945,56.433051216132164,8.87036878906429,3.80483957954748,52.195557047992075,18.206168313539685,22.733048873335115,17.432858367479508,170.09585585133266,4.919233695048808,5.085227680081423,-1.6591996191344591,True,4.872518092795381,8.369737065841276,-16.74910824068841,-3.7568343067095302,10.892,-0.928,,349.77174803842297
E7-END-L2-30,E7-END,21,dry_return,lysimeter,L2,10.889,-0.925,30.0,moderate_input,6.831828858292285,339.33537447392536,38.45446723533951,5.876333934387093,11.497756323138601,29.540919829588766,31.701253173440303,35.17635250288571,17.130788533022567,90.16055237542542,5.575303279050678,5.640428885889521,-0.5806629998032814,True,-0.7965840475430943,8.994782553557469,-14.21132601315381,-2.2986083029413216,10.889,-0.925,,259.538423907228
E7-END-L2-60,E7-END,21,dry_return,lysimeter,L2,10.889,-0.925,60.0,moderate_input,6.293685893014609,640.5984481586418,62.947869501764316,11.676149907162609,13.508259852380315,67.44301436494953,54.33257817027526,17.887928238495046,19.316999768979763,222.73412609100663,6.803106215199464,6.887781823667708,-0.6184814909584927,True,1.2566372809750894,10.1680591228063,-11.342753050858851,-1.8980894752163469,10.889,-0.925,,469.8469258950135
E7-END-L3-30,E7-END,21,dry_return,lysimeter,L3,10.885,-0.868,30.0,low_input,6.7636199770892524,223.99413134206077,27.03272431793719,5.822187721114053,9.002431359377463,14.774617643547657,25.508000772888167,24.11914844995446,11.745499539416798,44.47899220089646,4.806548818995708,3.835625875275198,11.234706287112628,False,2.5470086367511198,7.078310612397988,-10.171129403523066,-2.119532751989437,10.885,-0.868,,162.48360200513224
E7-END-L3-60,E7-END,21,dry_return,lysimeter,L3,10.885,-0.868,60.0,low_input,6.370061170089365,336.59445449936686,33.529595524226245,10.240211687342867,10.404430977176144,29.69870924457155,46.228755908805255,10.935968324439205,15.206940172626478,97.82615552644222,5.466871514363764,4.508652577765409,9.605700189270284,False,3.5895719096729124,11.43932825157906,-11.567985874590956,-2.102863726007214,10.885,-0.868,,254.07076736562996
E7-END-L4-30,E7-END,21,dry_return,lysimeter,L4,10.891,-0.89,30.0,high_input_manure,5.859491151219755,887.4284918302657,99.49329898641685,7.351302549025711,14.975801413154166,61.10254078800846,185.48909640632942,13.916508236449818,23.53575072714935,176.6732508056803,7.609728753941076,8.437041216385365,-5.155632342048579,False,-0.4559113655565734,8.826526759998682,-18.632665902439072,-3.49833703318585,10.891,-0.89,,582.5375499122142
E7-END-L4-60,E7-END,21,dry_return,lysimeter,L4,10.891,-0.89,60.0,high_input_manure,6.201966877257704,872.6203333179899,97.06477543166434,17.869810559250382,6.126254755208172,87.14446411796844,31.49856607108965,42.63997813805706,27.18188509664169,276.4026981458026,6.267412528492326,6.780332873667832,-3.931103262411821,True,2.2994712847277903,8.260379851777717,-17.10831937557698,-2.9729740189358425,10.891,-0.89,,585.9284323156824
